ID;Gender;Age;Marital Status;Job;Employment Status;Your Phone Model;Your bank information;How many years you are using internet banking application;How many years you are using mobile banking application;Do you find mobile application user-friendly;Internet banking usage frequency;Mobile banking usage frequency;Credit card debt inquiry;Credit card debt payment;Credit card limit transactions;Create & delete virtual card;Virtual card limit transactions;An additional new card application;Opening a new account;Balance check;Loan transaction;Transfer money to previously transferred account.;Transfer money to new account.;Invoice payment (If it is automatic payment than choose 1);Government payments;GSM transactions;Rent payment;Lottery transactions;HGS / OGS transactions;Tax / penalty transactions;SGK transactions;Bill transactions;Salary payment;Investment account transactions;Foreign money exchange transactions;Gold transactions;Investment fund transactions;Stock transactions;Public offering operations;Repo transactions;Bond transactions;Instant stock exchange transactions;Consumer credit usage;My credit accounts;Applying for mortgage ;Applying for car loan;Findeks risk report;New card application;New account opening;Request status;Foreign exchange calculation;Loan calculation;Make an appointment at a bank branch;Donate transactions;View payment schedule;View bank campaigns;Mobile signature use;Communicating with the bank
197;Man;25-30;Single;Software Engineer;Private sector;LG G2;EnPara;0-5;4+;Yes;0.005479452;1;0.460273;0.032876712;0.005479452;0;0;-1;-1;0.460273;0.460273;0.460273;0.09863013698630137;0.09863013698630137;0.032876712;0.032876712;0.032876712;0.460273;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.005479452;0.09863013698630137;0.005479452;0.005479452;0;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137
198;Man;25-30;Single;Software Engineer;Private sector;Iphone ;Garanti;0-5;0-3;No;2;2;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.005479452;0;0.460273;0;0.005479452;0.005479452;2;2;2;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0.005479452;0;0;0.005479452;0.005479452;0;0;0.005479452;0.005479452;0;0.09863013698630137
199;Man;25-30;Single;Not working ;Public institution ;Iphone ;Halk Bank;0-5;0-3;Yes;0.460273;0.460273;0.460273;0.032876712;0.005479452;0.09863013698630137;0.09863013698630137;0;0;0;;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.005479452;0.032876712;0;0;0.005479452;0.005479452;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0;0.005479452;0.005479452;0.005479452;0.09863013698630137;0;0;0;0;0;0;0.005479452;0.005479452;0;0.005479452;0.005479452;0.005479452;0.460273;0
200;Man;25-30;Single;Engineer;Private sector;Iphone 7;DEN?ZBANK;10+;7+;Yes;1;1;-1;-1;0.032876712;0;-1;0;0;-1;-1;0;-1;1;0.460273;0.032876712;0;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0.032876712;0;-1;-1;-1;0;-1;0;0.09863013698630137;0;0;0;0.032876712;0;0.005479452
201;Man;25-30;Married;Software Engineer;Private sector;0;0;5+;4+;Yes;0.09863013698630137;0.460273;0.09863013698630137;0.032876712;0.005479452;0.005479452;0.09863013698630137;0;0;0.460273;0;0.09863013698630137;0.005479452;0.032876712;0.032876712;0.032876712;0.032876712;0.460273;0;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0;0;0;0;0;0;0;0.09863013698630137;0;0;0
202;Woman;25-30;Married;Teller;Private sector;Iphone 7;Garanti;0-5;4+;Yes;2;2;0.09863013698630137;0.032876712;0.005479452;0.032876712;0.032876712;0.005479452;0.005479452;0.460273;0.005479452;;0.005479452;2;0;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0.005479452;0.005479452;0.005479452;0;0;0;0;0.032876712;0.153424657;0;0
203;Woman;36-40;Single;Teller;Private sector;Iphone ;Garanti;5+;4+;No;0.460273;1;0.460273;0.09863013698630137;0.005479452;-1;0.005479452;-1;-1;-1;-1;0.460273;0.460273;1;0.460273;0;0;0;0;0.005479452;0.005479452;0;0;0;0.005479452;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0;0;0.09863013698630137;0.09863013698630137;0;0
204;Man;36-40;Married;Information Engineer;Private sector;Iphone ;Garanti;15+;7+;Yes;2;2;0.032876712;0.032876712;0.005479452;0.005479452;0.460273;-1;0.005479452;0.005479452;0;0.460273;0.460273;0.032876712;0.032876712;0.032876712;0.032876712;0;0.005479452;0.032876712;0.032876712;0;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452
205;Man;31-35;Married;Information Engineer;Private sector;Samsung Note 4;Garanti;10+;4+;Yes;0.032876712;0.153424657;0.460273;0.032876712;0.005479452;0.005479452;0.005479452;-1;-1;0.09863013698630137;0;-1;-1;2;-1;0;0;0;0.005479452;-1;0;0;0;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;Man;25-30;Single;Electronic Engineer;Private sector;LG G4;Finansbank;5+;4+;Yes;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.032876712;0.005479452;0;0;-1;0;0.09863013698630137;0;0.09863013698630137;0.005479452;0.09863013698630137;0;0;0.032876712;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0.032876712;0;0;-1;-1;-1;0;0;0.032876712;0.005479452;0.032876712;0
207;Man;25-30;Single;Servant;Private sector;Samsung;Vakifbank;0-5;0-3;Yes;1;0.460273;0.09863013698630137;0.032876712;0.005479452;-1;-1;0;-1;0.460273;0.005479452;0.005479452;0.005479452;2;0.032876712;0;0;0;0;0.005479452;0;0;0.032876712;0.032876712;0.005479452;0.005479452;0.005479452;0;0;0;0;0;0.005479452;0.005479452;0;0;0.005479452;0;0;0;0.005479452;0.005479452;0;0;0.032876712;0;-1;-1
208;Man;25-30;Single;Servant;Private sector;Samsung;DEN?ZBANK;0-5;0-3;Yes;1;0.460273;0.09863013698630137;0.032876712;0.005479452;-1;-1;0;-1;0.460273;0.005479452;0.005479452;0.005479452;2;0.032876712;0;0;0;0;0.005479452;0;0;0.032876712;0.032876712;0.005479452;0.005479452;0.005479452;0;0;0;0;0;0.005479452;0.005479452;0;0;0.005479452;0;0;0;0.005479452;0.005479452;0;0;0.032876712;0;-1;-1
209;Man;31-35;Married;Information Engineer;Private sector;Iphone  5S;Yapi Kredi;5+;4+;No;2;2;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;-1;0.005479452;0.005479452;0.09863013698630137;0.005479452;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0.032876712;0.005479452;0;0;0;0;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0;0;0;0.005479452;0.005479452;0;0;0;0;0;0.005479452;0.032876712;0.032876712;0;0.005479452;0.09863013698630137;0.09863013698630137;0.005479452;0.005479452
210;Man;25-30;Single;Information Analyst;Private sector;Iphone ;DEN?ZBANK;0-5;0-3;Yes;2;2;0.460273;0;0.460273;0;0;0;0;0;0;0.032876712;0.09863013698630137;0;0;0;0;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;-1
211;Man;25-30;Single;Information Analyst;Private sector;Samsung S6;EnPara;5+;7+;Yes;0.032876712;2;0.09863013698630137;0.032876712;0.005479452;0.032876712;0.032876712;0.005479452;0.005479452;1;0.09863013698630137;0.09863013698630137;0.09863013698630137;2;0;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0;0;0.032876712;0.153424657;0.005479452;0.005479452;0.09863013698630137;0.005479452;0.005479452;0.005479452;0.032876712;0;0;0;0;0;0.005479452;0.005479452;0.032876712;0.153424657;0.005479452;0;0.005479452;0.005479452;0.032876712;0.032876712;0.032876712
212;Man;25-30;Single;Information Analyst;Private sector;Samsung S6;Garanti;5+;7+;Yes;0.032876712;2;0.09863013698630137;0.032876712;0.005479452;0.032876712;0.032876712;0.005479452;0.005479452;1;0.09863013698630137;0.09863013698630137;0.09863013698630137;2;0;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0;0;0.032876712;0.153424657;0.005479452;0.005479452;0.09863013698630137;0.005479452;0.005479452;0.005479452;0.032876712;0;0;0;0;0;0.005479452;0.005479452;0.032876712;0.153424657;0.005479452;0;0.005479452;0.005479452;0.032876712;0.032876712;0.032876712
213;Man;36-40;Married;Information Analyst;Private sector;Iphone ;Yapi Kredi;15+;0-3;Yes;0.09863013698630137;0.09863013698630137;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.032876712;0.005479452;0.005479452;0.005479452;0.005479452;-1;0;-1;-1;0;-1;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0;0.005479452
214;Man;25-30;Single;Director;Private sector;Samsung Note 4;Halk Bank;5+;4+;NO;0.09863013698630137;0.032876712;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
215;Man;25-30;Single;Information Engineer;Private sector;Iphone ;Yapi Kredi;10+;0-3;Yes;0.460273;0.460273;0.032876712;0.032876712;0.005479452;0.005479452;0.460273;0;0;0.09863013698630137;0;0.032876712;0.005479452;2;0.032876712;0.032876712;0;0;0;0;0;0;0;0.032876712;0.032876712;0.032876712;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0;0;0;0.032876712;0.032876712;0;0;0.005479452
216;Man;25-30;Single;computer engineer;Private sector;Iphone ;Yapi Kredi;5+;4+;Yes;0.460273;0.460273;0.032876712;0.032876712;0.005479452;0.005479452;0.460273;0.005479452;0.005479452;0.09863013698630137;0.005479452;0.09863013698630137;0.09863013698630137;0.005479452;0.09863013698630137;0;0;0;0;0;0;0;0;0.09863013698630137;0;0.09863013698630137;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0;0.005479452;0.005479452;0.09863013698630137;0.005479452;0;0;0.09863013698630137;0.09863013698630137;0;0
217;Man;25-30;Single;Information Engineer;Private sector;Samsung  A6;Akbank;5+;4+;Yes;1;1;0.460273;0.032876712;0.032876712;0.032876712;0.032876712;0;-1;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;0;0;0;-1;-1;-1;-1;-1;0;0;0;-1;-1;-1;-1;0;-1;0;0;-1
218;Man;25-30;Single;Information Engineer;Private sector;Samsung  A6;Garanti;5+;4+;Yes;1;1;0.460273;0.032876712;0.032876712;0.032876712;0.032876712;0;-1;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;0;0;0;-1;-1;-1;-1;-1;0;0;0;-1;-1;-1;-1;0;-1;0;0;-1
219;Man;25-30;Single;Software Engineer;Private sector;Iphone 5S;Garanti;10+;4+;Yes;0.153424657;0.153424657;0.09863013698630137;0.032876712;-1;-1;-1;-1;-1;0.032876712;0.032876712;0.032876712;0.032876712;2;0.09863013698630137;-1;0.032876712;0;0.09863013698630137;0.005479452;0.005479452;0;0;0.032876712;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0;0.032876712;0.032876712;0;0;0;-1;-1;-1;0.09863013698630137;0.09863013698630137;0;0;0.09863013698630137;0;0;-1
220;Man;36-40;Married;Information Engineer;Private sector;Iphone 5S;Garanti;10+;4+;Yes;0.460273;0.460273;-1;0.032876712;0.032876712;-1;0.032876712;0;-1;0.032876712;0;-1;-1;2;-1;0;-1;-1;-1;-1;0;0;0.032876712;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0
221;Man;25-30;Single;Electronic Engineer;Private sector;;Yapi Kredi;5+;4+;Yes;0.460273;0.460273;0.460273;0.09863013698630137;0.460273;0.032876712;0.460273;-1;-1;0.460273;0.460273;0.09863013698630137;0.09863013698630137;-1;0.09863013698630137;0.032876712;0.032876712;0.032876712;-1;-1;0;0;0;0.09863013698630137;0.032876712;0.032876712;0.032876712;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0
222;Man;31-35;Single;Engineer;Private sector;LG;Yapi Kredi;5+;4+;No;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.005479452;0.005479452;0.09863013698630137;0.09863013698630137;0.005479452;0.032876712;0;0.032876712;0.005479452;0;0.005479452;0.005479452;0;0;0;0;0;0;0;0.032876712;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223;Man;31-35;Single;Engineer;Private sector;Iphone 5S;Yapi Kredi;0-5;4+;Yes;1;1;0.460273;0.032876712;0.032876712;0.032876712;0.032876712;0;-1;1;0;-1;-1;2;0;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;-1;0
224;Man;25-30;Single;Engineer;Private sector;Iphone  5S;Garanti;0;7+;Yes;0.460273;0.460273;0.09863013698630137;0.032876712;0.09863013698630137;0.005479452;0.032876712;0;0;0.460273;0;0.09863013698630137;0.005479452;2;0;0.005479452;0.032876712;0;0;0;0;0;0.032876712;0;0.032876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0;0;0;0;0.005479452;0.005479452;0
225;Man;20-24;Single;Not working ;Not working ;Samsung AT;Ziraat;0-5;0-3;Yes;0.005479452;0.09863013698630137;0.09863013698630137;0.032876712;0.005479452;0;0;0;0;0.09863013698630137;0;0.005479452;0.005479452;0.032876712;0.032876712;0;0;0.005479452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0;0.005479452
226;Man;25-30;Single;business intelligence developer;Private sector;Iphone 5S;Garanti;0-5;0-3;Yes;2;2;0;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0.460273;0;0.09863013698630137;0.005479452;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0.005479452;0;0;0;0;0;0.09863013698630137;0.005479452;0.005479452;0.005479452;0;0;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0;0;0.032876712;0;0;0
227;0;25-30;Single;Engineer;Private sector;Iphone ;Yapi Kredi;0-5;4+;Yes;0.09863013698630137;0.460273;0.032876712;0.032876712;0.09863013698630137;0.460273;0.460273;0.005479452;0.005479452;0.460273;0;0.09863013698630137;0.09863013698630137;2;0.032876712;0.09863013698630137;0.032876712;0;0;0;0;0;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.005479452;0;0;0.09863013698630137;0;0;0;0;0.005479452;0.005479452;0.005479452;0.005479452;0.005479452;0;0;0.005479452;0.032876712;0.005479452;0;0.005479452
228;Woman;25-30;Married;Information Engineer;Private sector;Iphone ;Finansbank;5+;4+;Yes;1;0.032876712;0.460273;0.09863013698630137;0.032876712;0.005479452;0.005479452;0;0.005479452;;0;0.09863013698630137;0.005479452;2;0.09863013698630137;0.09863013698630137;0.032876712;0;0;0;0;0;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0.005479452;0.09863013698630137;0.09863013698630137;0;0.09863013698630137
229;Woman;25-30;Married;Information Engineer;Private sector;Iphone ;Vakifbank;5+;4+;Yes;1;0.032876712;0.460273;0.09863013698630137;0.032876712;0.005479452;0.005479452;0;0.005479452;;0;0.09863013698630137;0.005479452;2;0.09863013698630137;0.09863013698630137;0.032876712;0;0;0;0;0;0;0.09863013698630137;0.09863013698630137;0.09863013698630137;0;0;0;0;0;0;0;0;0;0;0;0;0.005479452;0.005479452;0;0;0;0.005479452;0.09863013698630137;0.09863013698630137;0;0.09863013698630137
230;Man;25-30;Married;computer engineer;Private sector;Android;Akbank;0-5;4-6;Yes;1;1;0.09863013698630137;0.09863013698630137;0.005479452;-2;-2;-2;0.460273;-2;0.09863013698630137;0.005479452;2;0.005479452;-2;0.032876712;0.005479452;0.032876712;0.032876712;-2;-2;0.032876712;0.032876712;0.460273;0.005479452;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.005479452;-2;2;-2;-2;-2;-2;-2;-2;-2;0
231;Man;25-30;Single;Manager;Private sector;Iphone 6S+;Isbank;0-5;0-3;Yes;0.005479452;0.460273;0.153424657;0.032876712;0.005479452;-2;-2;-1;0.460273;-2;0.032876712;0.005479452;2;0.09863013698630137;-2;-2;0.09863013698630137;-2;-2;-2;-2;0.032876712;-2;0.005479452;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.005479452;-1;-2;-2;-2;-2;-2;-2;0.09863013698630137;0.032876712;-2;0.005479452;0
232;Man;20-24;Single;Student;Not working ;Iphone ;Ziraat;0-5;0-3;Yes;2;2;2;0.460273;1;0.032876712;0.09863013698630137;-1;-2;-2;-2;-1;0.153424657;0.032876712;0.032876712;-2;-2;0.153424657;1;0.09863013698630137;0.09863013698630137;1;0.153424657;1;2;1;1;1;0.460273;0.153424657;0.09863013698630137;-1;0.153424657;0.460273;1;0.032876712;0.005479452;0.032876712;-1;0.460273;1;0.005479452;0.09863013698630137;0.09863013698630137;0.005479452;-1;0.005479452;0
233;Man;20-24;Single;Student;Not working ;Iphone 6S;Ziraat;0-5;0-3;Yes;0.460273;0.460273;0.09863013698630137;0.032876712;0.032876712;-2;-2;-2;0.460273;0.005479452;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;0
234;Man;20-24;Single;Not working ;Self-employed ;Sony;Ziraat ;0-5;0-3;Yes;1;1;0.460273;0.032876712;0.032876712;0.153424657;2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0
235;Man;20-24;Single;Student;Not working ;Samsung s3;Garanti ;0-5;0-3;Yes;0.09863013698630137;0.09863013698630137;0.09863013698630137;0.032876712;-2;-2;-2;-2;0.09863013698630137;0.032876712;0.005479452;-1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0
236;Woman;20-24;Single;Student;Not working ;Iphone ;Isbank;Never;4-6;Yes;0;1;0.460273;0.09863013698630137;-2;-2;-2;-2;1;-2;-2;0.09863013698630137;0.09863013698630137;0.09863013698630137;-2;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.032876712;0
237;Man;20-24;Single;Student;Not working ;Iphone ;Isbank;0-5;Never;No;0.005479452;0;-1;-1;-1;-2;-2;-2;-1;-1;-1;-1;2;-2;0.032876712;-2;-2;0.460273;-1;-1;-1;-2;-2;0.032876712;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-1;-2;-1;-1;-1;-1;-1;-1;-2;-1;0
238;Man;20-24;Single;Student;Not working ;Iphone 6S;Ziraat;0-5;0-3;Yes;0.460273;0.460273;0.09863013698630137;0.032876712;0.032876712;-2;-2;-2;0.460273;0.005479452;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;0
239;Man;20-24;Single;Student;Not working ;Iphone 5;Ziraat;Never;0-3;Yes;0;0.09863013698630137;0.09863013698630137;-2;0.032876712;-2;-2;-2;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;-2;-2;0.005479452;0
240;Woman;25-30;Married;psychologist;Public institution ;Samsung;Ziraat;0-5;0-3;NO;0.09863013698630137;0.09863013698630137;0.032876712;-2;-2;-2;-2;-2;0.032876712;-2;-2;0.005479452;0.09863013698630137;0.032876712;-2;-2;-2;-2;-2;-2;-2;0.032876712;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;0.005479452;0
241;Woman;25-30;Married;psychologist;Public institution ;Samsung;Ziraat;0-5;0-3;NO;0.09863013698630137;0.09863013698630137;0.032876712;-2;-2;-2;-2;-2;0.032876712;-2;-2;0.005479452;0.09863013698630137;0.032876712;-2;-2;-2;-2;-2;-2;-2;0.032876712;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;0.005479452;0
242;Woman;25-30;Single;Engineer;Private sector;Samsung S7;Akbank;0-5;0-3;Yes;0.032876712;0.460273;-2;-2;-2;-2;-2;-2;0.460273;-1;0.09863013698630137;0.032876712;2;0.005479452;-2;-2;-2;-2;0.005479452;-2;-2;-1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0
243;Woman;25-30;Single;Biomedical Engineer;Private sector;Samsung S7+;Akbank;5-10;4-6;Yes;0.005479452;2;0.460273;0.09863013698630137;0.005479452;-2;-2;-2;0.460273;-2;0.09863013698630137;0.005479452;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.005479452;0.032876712;-2;-2;-2;-2;-2;0.005479452;-2;0.005479452;-2;0.005479452;0.09863013698630137;-2;-2;0.032876712;0
244;Woman;25-30;Single;Biomedical Engineer;Private sector;Samsung S7+;Finansbank;5-10;4-6;Yes;0.005479452;2;0.460273;0.09863013698630137;0.005479452;-2;-2;-2;0.460273;-2;0.09863013698630137;0.005479452;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.005479452;0.032876712;-2;-2;-2;-2;-2;0.005479452;-2;0.005479452;-2;0.005479452;0.09863013698630137;-2;-2;0.032876712;0
245;Woman;25-30;Single;Biomedical Engineer;Private sector;Samsung S7+;Isbank;5-10;4-6;Yes;0.005479452;2;0.460273;0.09863013698630137;0.005479452;-2;-2;-2;0.460273;-2;0.09863013698630137;0.005479452;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.005479452;0.032876712;-2;-2;-2;-2;-2;0.005479452;-2;0.005479452;-2;0.005479452;0.09863013698630137;-2;-2;0.032876712;0
246;Woman;25-30;Single;Biomedical Engineer;Private sector;Samsung S7+;Burganbank;5-10;4-6;Yes;0.005479452;2;0.460273;0.09863013698630137;0.005479452;-2;-2;-2;0.460273;-2;0.09863013698630137;0.005479452;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.005479452;0.032876712;-2;-2;-2;-2;-2;0.005479452;-2;0.005479452;-2;0.005479452;0.09863013698630137;-2;-2;0.032876712;0
247;Woman;25-30;Single;Biomedical Engineer;Private sector;Samsung S7+;Denizbank;5-10;4-6;Yes;0.005479452;2;0.460273;0.09863013698630137;0.005479452;-2;-2;-2;0.460273;-2;0.09863013698630137;0.005479452;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.005479452;0.032876712;-2;-2;-2;-2;-2;0.005479452;-2;0.005479452;-2;0.005479452;0.09863013698630137;-2;-2;0.032876712;0
248;Man;25-30;Single;Tourist Guide;Self-employed ;HTC M8;Yok;Never;Never;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Woman;20-24;Single;Not working ;Not working ;Iphone 6+;Finansbank;5-10;4-6;Yes;2;2;-2;-2;-2;-2;-2;-2;1;2;0.460273;0.460273;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.09863013698630137;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.460273;-2;-2;-2;-2;0
250;Man;20-24;Single;Mathematician;Not working ;Samsung;KuveytTurk;15+;4-6;Yes;0.005479452;0.09863013698630137;0.09863013698630137;-2;-2;-2;-2;-2;0.09863013698630137;0.032876712;0.09863013698630137;-2;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0
251;Woman;25-30;Single;computer engineer;Private sector;Iphone 6s ;Yapi Kredi;0-5;0-3;Yes;0.032876712;0.032876712;0.09863013698630137;0.032876712;0.032876712;-2;-2;-2;0.09863013698630137;-2;0.005479452;-2;-2;-1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.032876712;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0.09863013698630137;0.005479452;-2;-1;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
